p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
8.35486472012079e-41,0.31869212966631266,0.242,0.142,2.2542260501357903e-36,1,Zfp608
1.1047938763264972e-39,0.28743318073630564,0.311,0.199,2.980844357716522e-35,1,Fam110b
7.687354008882546e-38,0.28372537488064664,0.24,0.144,2.0741249851365996e-33,1,Cd1d1
1.9638728526053505e-36,0.30566083067986627,0.453,0.33,5.298725343614496e-32,1,Top2b
2.0779082143259897e-29,0.31441681858968096,0.321,0.223,5.606404153072953e-25,1,Dnlz
8.921997071462127e-29,0.26242169038394336,0.412,0.3,2.4072440298511965e-24,1,Mtss1
4.677481443523385e-28,0.2717105767368386,0.298,0.205,1.2620312682770445e-023,1,Zfp326
1.51369583293375e-27,0.2758018145866685,0.34,0.243,4.0841027268385506e-23,1,Clasp1
4.526188316054214e-26,0.3016520395453842,0.311,0.219,1.2212108695545874e-21,1,Cep170
4.593320728767804e-25,0.3412619723456438,0.401,0.301,1.2393238658288412e-20,1,Vta1
5.6855145108343715e-25,0.25664431549831,0.293,0.205,1.534008670168222e-20,1,Pspc1
1.7040975286634163e-18,0.25786024299381793,0.249,0.179,4.597825542086764e-14,1,Rere
8.439429443542396e-18,0.33978509590114037,0.284,0.207,2.277042458162174e-13,1,Ola1
6.748426561833387e-13,0.3577266719949568,0.378,0.309,1.820792970648266e-8,1,Cnot7
0,5.049857116170859,0.994,0.629,0,2,Btg1
0,1.8998712825320252,0.583,0.148,0,2,Prokr2
0,1.6145025145892484,0.878,0.521,0,2,Nrep
0,1.5581799192979382,0.724,0.256,0,2,Dlx6os1
0,1.5563932345248919,0.609,0.207,0,2,Zfp704
0,1.5441696857658134,0.615,0.199,0,2,Tiam2
0,1.4607486372475678,0.728,0.31,0,2,Sp9
0,1.3280528384785586,0.729,0.337,0,2,Nrxn3
